wl_entry_id,wl_nm,data_id,ref_num,entity_nm,fka_nm,designation_txt,gender_txt,add_info,listed_dt,entity_type
WLE-169,US OFAC,us-ofac.9de291158f4a05177cc4ba5b5129c1a35bc1800b,SDGT,AL-HARAMAIN : AFGHANISTAN BRANCH,,,,,,Organization
WLE-170,US OFAC,us-ofac.283642809b8c6b4e4620b5ef5188558493f428a4,SDGT,AL-HARAMAIN : BANGLADESH BRANCH,,,,,,Organization
WLE-171,US OFAC,us-ofac.c8f313e79f047be9d48b2c05398b707891d66a74,SDT,Shaykh Muhammad Husayn FADLALLAH,,Leading Ideological Figure of HIZBALLAH,,,,Individual
WLE-172,US OFAC,us-ofac.216a574826a0681b22422201468d235812cb9ec6,IRAQ2,MIDCO FINANCE S.A.,,,,Switzerland,,Organization
WLE-173,US OFAC,us-ofac.f67d652d02d978d5bdd1096925ff20f178ed3b26,SDNT,Raul Alberto IBANEZ LOPEZ,,,,(Linked To: AGROPECUARIA LA ROBLEDA S.A.; Linked To: GANADERIAS DEL VALLE S.A.; Linked To: INMOBILIARIA U.M.V. S.A.; Linked To: DISTRIBUIDORA DE ELEMENTOS PARA LA CONSTRUCCION S.A.),,Individual
WLE-174,US OFAC,us-ofac.f1be5d33109b1be3654ebf74aa4e5377ec989256,SDNT,INVERSIONES Y CONSTRUCCIONES VALLE S.A.,,,,,,Organization
WLE-175,US OFAC,us-ofac.7a6564ce755170c63d6a370a82e09a5f491d586c,SDNT,Audra Yamile GARCIA ROMERO,,,,,,Individual
WLE-176,US OFAC,us-ofac.f16ea7e2a563cdbdd7257d5e97a57117228025bb,SDNT,Publio Eliecer PEREZ ORTEGA,,,,,,Individual
WLE-177,US OFAC,us-ofac.feb206cc84416ce37497555064c1f895f9028f4c,SDNT,MANAURE S.A.,,,,,,Organization
WLE-178,US OFAC,us-ofac.04087537a10b5fe20e40a8c74fc5fe2452108a02,SDGT; SDT,Abu Hafs AL-MASRI,,,,,,Individual
WLE-179,US OFAC,us-ofac.88d4c4a41466d18ce51f6ddef19f17d050b38bf1,SDNT,INVERSIONES NAMOS Y CIA. LTDA.,,,,,,Organization
WLE-180,US OFAC,us-ofac.4b4427772359177b127f042b074bb82efc0a2d81,SDNTK,Alcides RAMON MAGANA,,,,,,Individual
WLE-181,US OFAC,us-ofac.9be353ebac97ecbadf1fbb7118810ce5b6cdc5a8,SDGT,Sa'd Abdullah Hussein AL-SHARIF,,,,,,Individual
WLE-182,US OFAC,us-ofac.b7e8fdb00bb10d5053b3dc029c0166036115a23c,SDGT,Eusebio ARZALLUS TAPIA,,,,Member ETA,,Individual
WLE-183,US OFAC,us-ofac.ebfa655e53c332548d6c81a44f12f53a91531e52,SDNTK,Salvatore MANCUSO GOMEZ,,,,,,Individual
WLE-184,US OFAC,us-ofac.93c325e436bdf87608134e35f0b57ebf14f0f281,SDNTK,Luciano MARIN ARANGO,,,,,,Individual
WLE-185,US OFAC,us-ofac.3b9a5634d2b2279d802a11989c009afab19526fe,SDNTK,Noel MATA MATA,,,,,,Individual
WLE-186,US OFAC,us-ofac.91a53406dfdfc1e6abfac09ca656a739da2ab0c7,SDNTK,Jorge TORRES VICTORIA,,,,,,Individual
WLE-187,US OFAC,us-ofac.f1f3c5e7c0a8180506940dd7d2c20d4fb976c9ed,SDNTK,Eugenio VARGAS PERDOMO,,,,,,Individual
WLE-188,US OFAC,us-ofac.179aedb20a0927d28a03e96a9555724c157860ea,IRAQ2,Sundus ABD AL-GHAFAR,,,,wife of Izzat Ibrahim Al-Duri,,Individual
WLE-189,US OFAC,us-ofac.3216fad2f6b8ffdb1488ecbf1ed064d8d32a9679,IRAQ2,Raghad Saddam Hussein AL-TIKRITI,,,,daughter of Saddam Hussein al-Tikriti,,Individual
WLE-190,US OFAC,us-ofac.793f686d5397ac2358bbc2239189a0bb9dd36934,IRAQ2,Saja Barzan Ibrahim Hasan AL-TIKRITI,,,,daughter of Barzan Ibrahim Hasan al-Tikriti,,Individual
WLE-191,US OFAC,us-ofac.7b9327132b7d3f773567dc59449f7ff4ccf5ed61,IRAQ2,Thoraya Barzan Ibrahim Hasan AL-TIKRITI,,,,daughter of Barzan Ibrahim Hasan al-Tikriti,,Individual
WLE-192,US OFAC,us-ofac.429370be66afe3838f27912e6ca51217954ad053,IRAQ2,Sajida Khayrallah TILFAH,,,,wife of Saddam Hussein al-Tikriti,,Individual
WLE-193,US OFAC,us-ofac.855a74da7a63e763ae10039e9710752778d89088,CUBA,HOLA SUN HOLIDAYS LIMITED,,,,,,Organization
WLE-194,US OFAC,us-ofac.01c7d9ac108192dda798a11446ed9315517bf199,SDGT,Abderrahmane KIFANE,,,,,,Individual
WLE-195,US OFAC,us-ofac.c66ffa159362574b20b680f55922062c5e919b0e,SDT,Ahmad JABRIL,,Secretary General of POPULAR FRONT FOR THE LIBERATION OF PALESTINE - GENERAL COMMAND,,,,Individual
WLE-196,US OFAC,us-ofac.58e9379bba6d1c902a2469ed0aacdfa064fb66e9,SDNT,Adiela BUITRAGO MARIN,,,,,,Individual
WLE-197,US OFAC,us-ofac.8efa2a80a227b1a24146d6a4a6fcce9b7fe5f07e,SDNT,Diego Alexander GALINDO HERRERA,,,,,,Individual
WLE-198,US OFAC,us-ofac.55c1675519345437899e73d3f6275ac61c28d46f,SDNT,IMPORTADORA Y COMERCIALIZADORA LTDA.,,,,,,Organization
WLE-199,US OFAC,us-ofac.7040905ffc7d853c399a07b84b5b265615f42a73,SDNT,Gustavo Adolfo PIEDRAHITA GIRALDO,,,,,,Individual
WLE-200,US OFAC,us-ofac.dd6c8d7567fe17774477d5c77f3eaf5a46a6453a,SDNT,Gentil Velez GARCIA PIZARRO,,,,(Linked To: GALAPAGOS S.A),,Individual
WLE-201,US OFAC,us-ofac.f2245ccbb93953575ee4c42c6c7fb577773ba6f9,SDNT,Ricardo Alfredo MORENO DAZA,,,,,,Individual
WLE-202,US OFAC,us-ofac.849485f7a6e37ce619d1c009e0f25fb0cc30d53d,SDGT; SDNTK,UNITED SELF-DEFENSE FORCES OF COLOMBIA,,,,,,Organization
WLE-203,US OFAC,us-ofac.9afa4d309baaf0e4ab48b6c3298726869a9d6b7b,SDGT,Abdullah Ahmed ABDULLAH,,,,,,Individual
WLE-204,US OFAC,us-ofac.0c717c55dd0347c8e7e6e232b7866ea84cb6ca1d,SDGT,Abdelkarim Hussein Mohamed AL-NASSER,,,,,,Individual
WLE-205,US OFAC,us-ofac.abd393d4f05379480a5fc0998e3c41f40e753e5d,SDGT,"BARAKAAT NORTH AMERICA, INC.",,,,,,Organization
WLE-206,US OFAC,us-ofac.891ca4e2d01d129f6c069f00cbadd0de715b63ae,SDGT,AL-BARAKAT INTERNATIONAL,,,,,,Organization
WLE-207,US OFAC,us-ofac.ee8478220727830dcc9799928bf532c7b5346dbb,SDNTK,Jose Alejandro GIL GARCIA,,,,,,Individual
WLE-208,US OFAC,us-ofac.0a4c0dc84df9eaff8f825ad238ab959057ed636f,SDGT,Fethi Ben Assen Ben Salem HADDAD,,,,,,Individual
WLE-209,US OFAC,us-ofac.8a7d9f48f16b547f2530586dcb97139bfff3184a,IRAQ2,"AL-BASHAIR TRADING COMPANY, LTD",,,,,,Organization
WLE-210,US OFAC,us-ofac.cbf22adb6c21b3756a9cbd3a343ab67ff0aa3ae4,IRAQ2,AVIATRANS ANSTALT,,,,,,Organization
WLE-211,US OFAC,us-ofac.7829239f5eb64510510488ca8a59af149987c36a,IRAQ2,Munir AL-QUBAYSI,,,,,,Individual
WLE-212,US OFAC,us-ofac.7600f102bb78f53c9456bd807d05a55a9b46b020,SDGT,Hacene ALLANE,,,,,,Individual
WLE-213,US OFAC,us-ofac.7ab4a338fafe8a3384e5006a66c1147ff6427577,SDGT,Dhou EL-AICH,,,,,,Individual
WLE-214,US OFAC,us-ofac.8e63bbb1ec20f50f96b035e4d1038e4bae7363bb,SDGT,AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION : BOSNIA BRANCH,,,,,,Organization
WLE-215,US OFAC,us-ofac.7c886b14c8350ba1fa9c66371436969a438a35be,SDNTK,Francisco Javier ARELLANO FELIX,,,,,,Individual
WLE-216,US OFAC,us-ofac.c5d578e1128c4872b50ed680c68b7fd8cb372fbf,SDNTK,CARRILLO FUENTES ORGANIZATION,,,,,,Organization
WLE-217,US OFAC,us-ofac.193067c0f8e77094a9c395181b96e4f89c77ec4a,SDNTK,Haji Bashir NOORZAI,,,,,,Individual
WLE-218,US OFAC,us-ofac.7d6ff0ca78a0fd76b63049ca29d542a786cbb324,SDNTK,AERO CONTINENTE S.A,,,,,,Organization
WLE-219,US OFAC,us-ofac.3a5bb2c64d542d88a642f0a114d8f27bab6c794e,SDT,Abbud AL-ZUMAR,,Factional Leader of JIHAD GROUP,,,,Individual
WLE-220,US OFAC,us-ofac.ab78e20f8fa4221a639356ef81fd910bda18a9a1,SDNT,AGROPECUARIA BETANIA LTDA.,,,,,,Organization
WLE-221,US OFAC,us-ofac.56eed2c066d4a787151de71cad4cd82b45961f3b,SDNT,Alvaro HERRERA BUITRAGO,,,,,,Individual
WLE-222,US OFAC,us-ofac.6d2dff227b561d277e697ea72e618c18e6f965a6,SDNT,Nhora Clemencia SALCEDO RAMIREZ,,,,,,Individual
WLE-223,US OFAC,us-ofac.7c2aa580b54246823e994edafedac9fc3f434c7a,SDNT,Jose Hernan ZAMORA,,,,,,Individual
WLE-224,US OFAC,us-ofac.c6ac9eedb8f0f93a49026d2e26c4892545468c44,SDNT,INMOBILIARIA HOTELERA DEL CARIBE LTDA.,,,,,,Organization
WLE-225,US OFAC,us-ofac.5354e2aa25a8f4cfad2ca5bb6e6dfdf30879f983,SDNTK,"INTERNATIONAL PACIFIC TRADING, INC.",,,,,,Organization
WLE-226,US OFAC,us-ofac.a34410d2483845625313c5a315a14e9e0636da53,SDGT,AL-HARAMAIN : ALBANIA BRANCH,,,,,,Organization
WLE-227,US OFAC,us-ofac.b9a0721360edffff7a6f36244296a3194d13a03e,SDGT,CASA APOLLO,,,,,,Organization
WLE-228,US OFAC,us-ofac.6aa7248149101897979fdceb32cb179a7c84acb3,SDGT,Kamel DARRAJI,,,,,,Individual
WLE-229,US OFAC,us-ofac.b51d6ce7494054f0fdfcc10c6f809ad45f99ec4b,SDGT,Habib Ben Ahmed LOUBIRI,,,,,,Individual
WLE-230,US OFAC,us-ofac.4616584630a41ee2efa04446275056f7d02492d0,BALKANS,Zoran PETRIC,,,,,,Individual
WLE-231,US OFAC,us-ofac.b40d14a8ad34f43e6cd8126da935e692ef1502d6,DRCONGO,Sanjivan Singh RUPRAH,,,,"Businessman; Former Deputy Commissioner, Bureau of Maritime Affairs of Liberia",,Individual
WLE-232,US OFAC,us-ofac.03935623b482a25af8400ff2de255b63467be60f,IRAQ2,A.W.A. ENGINEERING LIMITED,,,,,,Organization
WLE-233,US OFAC,us-ofac.7738060f3bd6ffe8017f03fc8b471fbb2e559d3d,IRAQ2,ADMINCHECK LIMITED,,,,,,Organization
WLE-234,US OFAC,us-ofac.781ccf5615cbbbffd7260e130b4d8e42be73ee83,IRAQ2,Rasem AHMAD,,,,,,Individual
WLE-235,US OFAC,us-ofac.b558668750137f9fc06aafa4be9b1144c9358d4a,IRAQ2,Adnan Talib Hassim AL-AMIRI,,,,,,Individual
WLE-236,US OFAC,us-ofac.51fb163e50cb16ee414144fa3ef9edc471a69b6b,IRAQ2,Hikmet Abdallah AL-BAZZAZ,,,,Former Minister of Education,,Individual
WLE-237,US OFAC,us-ofac.fa19dc31fc1971f7d5edef9810fb0de2362ef94f,IRAQ2,Sa'ad AL-DAJANI,,,,,,Individual
WLE-238,US OFAC,us-ofac.2d6c6ad00c94703d0a88adb47b18c671608e544d,IRAQ2,Hamid Yusif AL-HAMMADI,,,,Former Minister of Culture and Information,,Individual
WLE-239,US OFAC,us-ofac.225d3b6f4f23249d54b5d78c232c44d4095e34ae,IRAQ2,Sabah AL-KHAFAJI,,,,,,Individual
WLE-240,US OFAC,us-ofac.3f7ef3cf86a99a4eab2a92e8754a0bb6b1525b3d,IRAQ2,Ahmad Hussein AL-KHODAIR,,,,"Former Minister of Finance, Iraq",,Individual
WLE-241,US OFAC,us-ofac.0d7abcc9172e11afaff227e9c71d25ef5d960af7,IRAQ2,Hussein Kamel Hassan AL-MAJID,,,,Former Minister of Industry and Minerals and Advisor to the President,,Individual
WLE-242,US OFAC,us-ofac.48a30a27986713e38f9356e6a062c4502d113499,IRAQ2,Muhammad Said Kazim AL-SAHHAF,,,,Former Minister of Foreign Affairs,,Individual
WLE-243,US OFAC,us-ofac.eff56d1d9b067ba5f63e26a9a74b8159ee79909c,IRAQ2,Abdel-Salam Abdel-Rahman ALAWI,,,,General Manager of INDUSTRIAL BANK OF IRAQ,,Individual
WLE-244,US OFAC,us-ofac.8be874704f1d17fd80636c1b9c52cdaaaa5d1266,IRAQ2,AMD CO. LTD AGENCY,,,,,,Organization
WLE-245,US OFAC,us-ofac.cff79102e15fd74469226c93050acf9b8987be78,IRAQ2,ARAB PROJECTS COMPANY S.A. LTD.,,,,,,Organization
WLE-246,US OFAC,us-ofac.89843d9e90649514744c2faf7f3ea3e784548ef3,IRAQ2,ARCHICONSULT LIMITED,,,,,,Organization
WLE-247,US OFAC,us-ofac.098e9ef77c2f803e03a91a1d91bd72c1f39f44c9,IRAQ2,Hachim K. ATIA,,,,,,Individual
WLE-248,US OFAC,us-ofac.ed4f5f650602073246de726bb04c184dec5359ba,IRAQ2,Hachim K. ATIA,,,,,,Individual
WLE-249,US OFAC,us-ofac.6f597f84916499893eae8b25201c9aff7a430d40,IRAQ2,ATLAS EQUIPMENT COMPANY LIMITED,,,,,,Organization
WLE-250,US OFAC,us-ofac.58373512a860c539f6e601bcc6e48d89f751d31a,IRAQ2,BAROON SHIPPING COMPANY LIMITED,,,,,,Organization
WLE-251,US OFAC,us-ofac.a36fba1aade2661e7ebb818b2245348d6d9c03c7,SDGT,AL-HARAMAIN : THE NETHERLANDS BRANCH,,,,,,Organization
WLE-252,US OFAC,us-ofac.250fb1040431dade76cda67542cf4c33e2a8d90b,SDGT,Hassan Abdullah Hersi AL-TURKI,,,,,,Individual
WLE-253,US OFAC,us-ofac.a69b59b27411e2d15fe5f791e5f15ca9382a45f4,SDGT,Assad Ahmad BARAKAT,,,,,,Individual
WLE-254,US OFAC,us-ofac.7500b7697050890bc6c786cfccb62f99e5718679,SDGT,Imed Ben Bechir Ben Hamda JAMMALI,,,,Currently in jail in Tunisia,,Individual
WLE-255,US OFAC,us-ofac.ed5d8b1e2ae10c97951f7f7818c846fca18fcf99,SDGT,Chabaane Ben Mohamed TRABELSI,,,,,,Individual
WLE-256,US OFAC,us-ofac.30ab57c1fa8da1caa1756f72cd926889fbd65b7b,BALKANS,Mile PEJCIC,,,,,,Individual
WLE-257,US OFAC,us-ofac.fc2774d7123bb131b62c84b00d773eb5b2e20acc,DRCONGO,Viktor Anatolijevitch BOUT,,,,"Dealer and transporter of weapons and minerals; Owner, Great Lakes Business Company and Compagnie Aerienne des Grands",,Individual
WLE-258,US OFAC,us-ofac.ab0f81121f0808c0cb653c8eb9228943bdc8d8cf,IRAQ2,"ADVANCED ELECTRONICS DEVELOPMENT, LTD",,,,,,Organization
WLE-259,US OFAC,us-ofac.e3081a78498019a133d386cb8224164272088ca5,IRAQ2,Wallid Issa AHMAD,,,,,,Individual
WLE-260,US OFAC,us-ofac.6f6a8a3ab41b263937818433aed3cb7b4007bac0,IRAQ2,AL-ARABI TRADING COMPANY LIMITED,,,,,,Organization
WLE-261,US OFAC,us-ofac.2c4449386a42a0db55c03a59e5a669f0bfe735dc,IRAQ2,Dafir AL-AZAWI,,,,,,Individual
WLE-262,US OFAC,us-ofac.9fb45a5b5473c11bb09a12c0f6a6ef864aedcb51,IRAQ2,Leila N.S. AL-DAJANI,,,,,,Individual
WLE-263,US OFAC,us-ofac.3a64d2930297acbe109eb0b00183a10af8b1671a,IRAQ2,Nadim S. AL-DAJANI,,,,,,Individual
WLE-264,US OFAC,us-ofac.2f304f62a3832430ac2920a9ee02592ffcead86e,IRAQ2,Khalaf AL-DULAIMI,,,,,,Individual
WLE-265,US OFAC,us-ofac.589179a69da87847e8c1fbc27773421dc2bfd045,UKRAINE-EO13661,CJSC ABR MANAGEMENT,,,,(Linked To: BANK ROSSIYA),,Organization
WLE-266,US OFAC,us-ofac.7ac5bd7a21967aa5866a2996a3909b13f0927802,UKRAINE-EO13685,AO 'INSTITUTE GIPROSTROYMOST-SAINT-PETERSBURG',,,,,,Organization
WLE-267,US OFAC,us-ofac.53552ae33598e53d7c8e13b9fe976463ebaa114b,UKRAINE-EO13685,SOVFRACHT-SOVMORTRANS GROUP,,,,,,Organization
WLE-268,US OFAC,us-ofac.8a18fc188b17ee8b3bff96a69eb01cee1c850402,UKRAINE-EO13685,LLC KOKSOKHIMTRANS,,,,,,Organization
WLE-269,US OFAC,us-ofac.0ad30cb25fb3e81c2f4f6fd2111f7bf82cf919ac,UKRAINE-EO13685,SOVFRACHT MANAGING COMPANY LLC,,,,,,Organization
WLE-270,US OFAC,us-ofac.55e22d3ba05fe3b6002ee7086f30b0bc35419101,UKRAINE-EO13685,CJSC SOVMORTRANS,,,,,,Organization
WLE-271,US OFAC,us-ofac.331704918e3d33106778172e4c792c35c71756bd,SDGT,Mohamed ABRINI,,,,,,Individual
WLE-272,US OFAC,us-ofac.a0557f96824d373b0c93426866502f0aa686949c,TCO,KOBE YAMAGUCHI-GUMI,,,,(Linked To: YAKUZA),,Organization
WLE-273,US OFAC,us-ofac.99fa0253e490ef6de3d37ca6f946f2b985e0790f,TCO,YAMAKEN-GUMI,,,,"(Linked To: KOBE YAMAGUCHI-GUMI; Linked To: INOUE, Kunio)",,Organization
WLE-274,US OFAC,us-ofac.20cb4d80c2ed1aabf852d6d487b2273afe98e018,TCO,Kunio INOUE,,,,(Linked To: KOBE YAMAGUCHI-GUMI),,Individual
WLE-275,US OFAC,us-ofac.f670f2df357efb636ae803119dd075a1fc67c8ee,TCO,Osamu TERAOKA,,,,(Linked To: KOBE YAMAGUCHI-GUMI),,Individual
WLE-276,US OFAC,us-ofac.cfa85792af9aa6d8f5412245dcd815bc9f474aef,DRCONGO,Gabriel Amisi KUMBA,,Major General; Commander of the First Defense Zone; Former Armed Forces of the Democratic Republic of the Congo land forces commander,,,,Individual
WLE-277,US OFAC,us-ofac.db229ed99f94077e7c15a90bd4d960a5bdb3e4a6,SDGT,Mohamad Alsaied ALHMIDAN,,,,(Linked To: ISLAMIC STATE OF IRAQ AND THE LEVANT),,Individual
WLE-278,US OFAC,us-ofac.a6552ae5566f311bee0b185ddb63526ce179ac8b,SDNTK,G & M AUTOS S.A.C.,,,,,,Organization
WLE-279,US OFAC,us-ofac.ac0b2f9cb1f716782c46ff21409af52598b209b0,SDGT,Omar DIABY,,,,,,Individual
WLE-280,US OFAC,us-ofac.d72768701de238a59ec548b2315f33bff8282e12,SDGT,GLOBAL CLEANERS S.A.R.L.,,,,"(Linked To: HIZBALLAH; Linked To: TABAJA, Adham Husayn)",,Organization
WLE-281,US OFAC,us-ofac.757e44e17925762afab054b7af35d5527f5beb76,SDGT,Muhammad Al-Mukhtar KALLAS,,,,"(Linked To: HIZBALLAH; Linked To: TABAJA, Adham Husayn)",,Individual
WLE-282,US OFAC,us-ofac.6d89f11221f8760247c9c306bcf0cbe3e0ee8db6,NPWMD,Jianshu ZHOU,,"General Manager, Dandong Hongxiang Industrial Development Co Ltd",,(Linked To: DANDONG HONGXIANG INDUSTRIAL DEVELOPMENT CO LTD),,Individual
WLE-283,US OFAC,us-ofac.3a25ebc63b880eeb4fdb89742c771cabbb20d9b6,DPRK3,NORTH EAST ASIA BANK,,,,all offices worldwide,,Organization
WLE-284,US OFAC,us-ofac.6d1da6784641d8ab6b0d540db3b4186c9702eb38,DPRK3,RASON INTERNATIONAL COMMERCIAL BANK,,,,all offices worldwide,,Organization
WLE-285,US OFAC,us-ofac.d26dbb4c0861bd700dcd86a96cf25697a0790f17,DPRK3,KORYO BANK,,,,all offices worldwide,,Organization
WLE-286,US OFAC,us-ofac.37ea7b32a538fdc17efbc3a6e23f445ecca133c0,DPRK2,KOREA HAEGUMGANG TRADING CORPORATION,,,,,,Organization
WLE-287,US OFAC,us-ofac.d62c4f623ec1dccba993ee4366a20416af0d8ee4,SDNT,CONCRETOS CALI S.A.,,,,,,Organization
WLE-288,US OFAC,us-ofac.3a23a7db42ec4f7fd2d82a324b5a58065f6c2254,SDNT,Rafael Alberto CULZAT LUGSIR,,,,,,Individual
WLE-289,US OFAC,us-ofac.83d989b541aa97fca35fbd844492d59e6a08d8c9,SDNT,Maria Norby SERNA,,,,,,Individual
WLE-290,US OFAC,us-ofac.924c755d2094aa6fd977ab7ead554c36bb33ad9d,FTO; SDGT,HARAKAT UL-MUJAHIDEEN,,,,,,Organization
WLE-291,US OFAC,us-ofac.0e8846ce81ede95b403fca16793f6d502c0cfda9,SYRIA; SDT; FTO; SDGT,HIZBALLAH,,,,,,Organization
WLE-292,US OFAC,us-ofac.0ed7bae6936b5cc92da220c95a6d1dc58122f267,SDNT,COMPANIA ADMINISTRADORA DE VIVIENDA S.A.,,,,,,Organization
WLE-293,US OFAC,us-ofac.27204099dfcf0945d95ebe12afa8f9decaeb2d7f,SDNT,TAURA S.A.,,,,,,Organization
WLE-294,US OFAC,us-ofac.27465ab6d1198d6781c07dee3be3c5d0861b5dca,SDGT,AL-BARAKAT FINANCIAL HOLDING COMPANY,,,,,,Organization
WLE-295,US OFAC,us-ofac.700ef369c606fe6b6b83618614123b383cfb71a5,FTO; SDGT,CONTINUITY IRA,,,,,,Organization
WLE-296,US OFAC,us-ofac.5642849be50c0702176a9798db1d4e6f54b3d652,SDGT,Ainhoa MUGICA GONI,,,,Member ETA,,Individual
WLE-297,US OFAC,us-ofac.d3de0934d29725d517bdd1071b93b6c14450657f,SDGT,Juan Jesus NARVAEZ GONI,,,,Member ETA,,Individual
WLE-298,US OFAC,us-ofac.098adbe2a2e5618b4c2bc53191d29df2e08e3223,SDGT,Juan Antonio OLARRA GURIDI,,,,Member ETA,,Individual
WLE-299,US OFAC,us-ofac.a5e38f9d4fbddbce20541595013f025e42945449,SDGT,Manex ZUBIAGA BRAVO,,,,Member ETA,,Individual
WLE-300,US OFAC,us-ofac.febce5a299e3116f153c8032baf7b1005d7aa4ec,SDNTK,Samuel KNOWLES,,,,,,Individual
WLE-301,US OFAC,us-ofac.cb6bae99123e8d70fc6ff71146355b41f36df30e,SDNT,AGROPECUARIA MIRALINDO S.A.,,,,,,Organization
WLE-302,US OFAC,us-ofac.5bcc18787b754022a2c1d435ffc1a1e99852e00a,SDNT,John Jairo MENDEZ SALAZAR,,,,,,Individual
WLE-303,US OFAC,us-ofac.b623ab67ee261660a7b63782cd6f366d226c41bf,SDNT,Maria Helena RUIZ CASTANO,,,,,,Individual
WLE-304,US OFAC,us-ofac.872b0332f83479faf2ee24ac7b5a07f3c472facb,SDGT,THE SPECIAL PURPOSE ISLAMIC REGIMENT,,,,,,Organization
WLE-305,US OFAC,us-ofac.c564706fd3fb65a4f62c2aa28b0612eb04bdee47,SDGT,THE ISLAMIC INTERNATIONAL BRIGADE,,,,,,Organization
WLE-306,US OFAC,us-ofac.f779c88339a00d929e517be57be1a4fb30fc3dfc,SDT,Abd Al Aziz AWDA,,Chief Ideological Figure of PALESTINIAN ISLAMIC JIHAD - SHIQAQI,,,,Individual
WLE-307,US OFAC,us-ofac.40b71bf8159912f24dee92e40612d66ac618a7e8,SDNT,Vicente de Jesus LOPERA LONDONO,,,,,,Individual
WLE-308,US OFAC,us-ofac.47630dd7d3a2d666dca737293eff2e2ee3599a64,SDNT,Joaquin Emilio MUNOZ PAZ,,,,,,Individual
WLE-309,US OFAC,us-ofac.8421352af17b0f39b0c54290e9b980435f0e5833,SDNT,Delia Nhora RAMIREZ CORTES,,,,,,Individual
WLE-310,US OFAC,us-ofac.f2d3334db059070be74d270a0ea6c2a6e8257c4b,SDNT,Jose Abelardo URIBE GONZALEZ,,,,,,Individual
WLE-311,US OFAC,us-ofac.b98bacf9d0f725bf8a898270352ffc32bd3d791c,SDNT,INVERSIONES ARIO LTDA.,,,,,,Organization
WLE-312,US OFAC,us-ofac.dd1edc635ff71e248f8cd88ae4bd271ea098da88,SDNT,VALLADARES LTDA.,,,,,,Organization
WLE-313,US OFAC,us-ofac.85cafe178be052d5be42e78af85da00cffc8c258,SDNT,SURAMERICANA DE HOTELES LTDA.,,,,,,Organization
WLE-314,US OFAC,us-ofac.4bd41a5752f8b3c7739ef0f552b725972acaab87,IRAQ2,Sadi Tuma Abbas AL-JABBURI,,,,Former Adviser to the President for Military Affairs,,Individual
WLE-315,US OFAC,us-ofac.35092e9c331524ee762e0cce0ab7028dea5c3fb7,IRAQ2,Shabib Lazem AL-MALIKI,,,,Former Minister of Justice,,Individual
WLE-316,US OFAC,us-ofac.eabc3d0b85f9a22b23c70b328bd71428a60a03a3,IRAQ2,Arshad Muhammad Ahmad Muhammad AL-ZIBARI,,,,a former minister of state,,Individual
WLE-317,US OFAC,us-ofac.f04bc419577b6abbe53434c43f7d4bd735b4a116,IRAQ2,ARAB PETROLEUM ENGINEERING COMPANY LTD,,,,,,Organization
WLE-318,US OFAC,us-ofac.a78ab47db278c86470661e7dedaab9e488951425,IRAQ2,ARCHI CENTRE I.C.E. LIMITED,,,,,,Organization
WLE-319,US OFAC,us-ofac.eafd30a84a5354a79c50c8d3f8211a8e80c58ea9,IRAQ2,ASSOCIATED ENGINEERS,,,,,,Organization
WLE-320,US OFAC,us-ofac.2283b6f49b1c5dd63688248d8c431d769a9bea1c,IRAQ2,Hachim K. ATIA,,,,,,Individual
WLE-321,US OFAC,us-ofac.4ae1d5fedabaad006c76518f274b0596ae6d9380,IRAQ2,ATLAS AIR CONDITIONING COMPANY LIMITED,,,,,,Organization
WLE-322,US OFAC,us-ofac.672c937ddcfcd42f7d217aca212b890665bc5481,IRAQ2,BABIL INTERNATIONAL,,,,,,Organization
WLE-323,US OFAC,us-ofac.f8c7268c93752961f476bb9e27a7caa8919a333b,IRAQ2,Ali Ashour DAGHIR,,,,,,Individual
WLE-324,US OFAC,us-ofac.84fd61a78c8876e0173880495fca0acbe6efc14f,IRAQ2,ENDSHIRE EXPORT MARKETING,,,,,,Organization
WLE-325,US OFAC,us-ofac.ba601619b78946ae32a62b8f58959d6e9960b077,IRAQ2,Samal Majid FARAJ,,,,Former Minister of Planning,,Individual
WLE-326,US OFAC,us-ofac.c7acbfb79dcd855c74928856db19594791c9600c,IRAQ2,Jum'a Abdul FATTAH,,,,,,Individual
WLE-327,US OFAC,us-ofac.221b72b3aa9ffaa5aea72e82c7caa3e4b94656f7,IRAQ2,Mohammed Turki HABIB,,,,,,Individual
WLE-328,US OFAC,us-ofac.4e06145729867edd1576b174ba27ddf2c99feffc,IRAQ2,HELFORD DIRECTORS LIMITED,,,,,,Organization
WLE-329,US OFAC,us-ofac.16e7c2f14a6bc97595ed22a5d83f3db03039a6e1,IRAQ2,I.P.C. MARKETING LIMITED,,,,,,Organization
WLE-330,US OFAC,us-ofac.bd573449b3d190395fe0fef39136a236d156ed67,IRAQ2,IRAQI ALLIED SERVICES LIMITED,,,,,,Organization
WLE-331,US OFAC,us-ofac.6e9126dd1460ae1d8ec3aaf10ad3a587edf4c238,IRAQ2,IRAQI TRADE CENTER,,,,,,Organization
WLE-332,US OFAC,us-ofac.cf42281db083a233ad06b70eb199cb543529d3f3,IRAQ2,Latif Nusayyif JASIM,,,,Former Minister of Labor and Social Affairs,,Individual
